ЖСТ;Объект капитального строительства;№ Изометрии;Титул;Линия;Монтажная организация;Дата начала журнала;Дата окончания журнала;Дата закрытия журнала;№ Журнала;ЖСТ таблица;файл;оригинал;кол-во страниц;страница;страница общ
 4.1.8.11.219-2-11-942029 ; Амурский Газоперерабатывающий завод. Этап 4. Газоперерабатывающий завод. Нелицензионные установки. - Фаза 1. Технологическая линия №2. Осушка и компримирование газа. Дожимная компрессорная станция метановой фракции (ДКС) №2. Внутрицеховая эстакада. ; 4-1-8-11-219-UNHP-94-2029-001 ; 4.1.8.11.219;№ 2-11-942029 ; Филиал Акционерной Компании «Ямата Ятырым Иншаат Туризм ве Тиджарет Аноним Ширкети». ;05.10.2019;3 Приложение П ГОСТ 3256;28.01.2022;№ 4.1.8.11.2192-11-942029 ;;ЖСТ_ 4.1.8.11.219-2-11-942029 .pdf;2-110-942002-01B-03.pdf;6;11;11
